                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.56101,                0.51801,                0.98401,                0.79225,                0.79117,                0.79248,                0.47547,                 1.4229,                0.99866,                  1.981,             0.00087628,             0.00087628,             0.00087628
                    153,                0.55371,                0.47678,                0.97969,                0.83889,                0.65706,                0.81805,                0.50755,                 1.4335,                0.93274,                 2.0135,              0.0008738,              0.0008738,              0.0008738
                    154,                0.55443,                0.49461,                0.97275,                0.69481,                0.79847,                0.79871,                 0.4927,                 1.4114,                0.89156,                 1.9727,             0.00087132,             0.00087132,             0.00087132
                    155,                0.55377,                0.46467,                0.96379,                0.81711,                0.81275,                0.84437,                 0.5472,                 1.3195,                0.92065,                 1.7863,             0.00086885,             0.00086885,             0.00086885
                    156,                0.57279,                0.48403,                0.96581,                0.80757,                0.71918,                0.83653,                0.53935,                 1.3049,                 1.0541,                 1.7337,             0.00086637,             0.00086637,             0.00086637
                    157,                0.55418,                0.46828,                0.99076,                0.77103,                0.75669,                0.84842,                0.53435,                 1.3344,                 1.0805,                 1.7502,              0.0008639,              0.0008639,              0.0008639
                    158,                0.54474,                0.48248,                0.97316,                0.67271,                0.74734,                0.80457,                0.45848,                 1.3091,                 1.2601,                 1.6646,             0.00086142,             0.00086142,             0.00086142
                    159,                0.51345,                0.48004,                0.95684,                0.68242,                 0.7296,                0.76268,                0.46157,                 1.4535,                 1.0021,                 1.9406,             0.00085895,             0.00085895,             0.00085895
                    160,                0.55107,                0.49361,                0.96576,                 0.7936,                0.75145,                0.80275,                0.44853,                 1.5352,                 1.0337,                 2.0546,             0.00085647,             0.00085647,             0.00085647
                    161,                0.53405,                0.47478,                 0.9613,                0.67412,                0.77799,                0.74844,                 0.4445,                 1.5757,                 1.0511,                 2.0444,               0.000854,               0.000854,               0.000854
                    162,                0.52966,                0.47447,                0.96457,                 0.7116,                0.89662,                0.79199,                0.46413,                 1.4737,                 1.0053,                 1.8696,             0.00085152,             0.00085152,             0.00085152
                    163,                0.55297,                0.49315,                0.96981,                0.78046,                0.83563,                0.83266,                 0.4728,                 1.4911,                 1.0252,                 1.8715,             0.00084905,             0.00084905,             0.00084905
                    164,                0.55803,                0.47657,                0.98257,                0.70609,                0.87768,                0.85875,                0.49559,                 1.3628,                 1.0487,                 1.7642,             0.00084658,             0.00084658,             0.00084658
                    165,                0.52909,                0.46276,                0.95749,                0.78471,                0.76688,                0.83482,                0.46035,                 1.4042,                 1.0813,                 1.7944,              0.0008441,              0.0008441,              0.0008441
                    166,                0.54878,                0.46777,                0.97453,                0.67871,                0.86427,                0.80398,                0.44918,                 1.3259,                 1.0686,                 1.7745,             0.00084162,             0.00084162,             0.00084162
                    167,                0.53709,                0.47492,                0.98389,                0.85132,                 0.7209,                0.79174,                0.47553,                 1.3541,                 1.0521,                 1.8888,             0.00083915,             0.00083915,             0.00083915
                    168,                 0.5276,                0.46122,                0.97198,                 0.6826,                0.85551,                0.76816,                0.47837,                 1.4241,                 1.0302,                 1.9471,             0.00083667,             0.00083667,             0.00083667
                    169,                0.54868,                0.47735,                0.97044,                0.80612,                0.77126,                 0.8003,                0.49822,                 1.3654,                 1.1289,                  1.803,              0.0008342,              0.0008342,              0.0008342
                    170,                 0.5406,                0.46635,                0.96807,                0.73198,                0.82853,                0.81873,                0.53141,                 1.2951,                 1.2363,                 1.7725,             0.00083172,             0.00083172,             0.00083172
                    171,                0.54916,                0.46706,                0.97279,                0.74342,                0.89427,                0.82313,                0.58492,                 1.2136,                 1.0687,                 1.7026,             0.00082925,             0.00082925,             0.00082925
                    172,                0.54551,                0.48448,                0.97032,                0.79826,                0.83384,                0.85916,                0.63551,                 1.1643,                 1.0131,                 1.6352,             0.00082677,             0.00082677,             0.00082677
                    173,                0.53721,                0.46682,                 0.9691,                0.74434,                0.76736,                0.83972,                0.60216,                   1.29,                 1.2007,                 1.7457,              0.0008243,              0.0008243,              0.0008243
                    174,                0.51711,                0.45364,                0.95921,                0.61327,                  0.825,                0.77729,                 0.4951,                 1.4898,                 1.2172,                 1.8732,             0.00082183,             0.00082183,             0.00082183
                    175,                0.53843,                0.48289,                0.97511,                0.73722,                0.78608,                0.79113,                0.49743,                 1.5409,                 1.0744,                  1.975,             0.00081935,             0.00081935,             0.00081935
                    176,                0.52218,                0.46114,                0.95649,                0.68273,                0.81648,                0.73474,                0.44896,                 1.4316,                 1.1596,                 1.8116,             0.00081688,             0.00081688,             0.00081688
                    177,                0.51368,                0.47586,                0.97357,                0.72703,                0.82386,                0.78978,                0.47916,                 1.4388,                 1.0795,                 1.8727,              0.0008144,              0.0008144,              0.0008144
                    178,                 0.5112,                0.45692,                0.97835,                0.71146,                0.77625,                0.73483,                0.47623,                 1.4317,                 1.1623,                 1.7863,             0.00081193,             0.00081193,             0.00081193
                    179,                0.50881,                 0.4521,                0.95432,                0.74126,                0.75675,                0.78799,                0.46156,                  1.371,                 1.1185,                 1.7311,             0.00080945,             0.00080945,             0.00080945
                    180,                0.51504,                0.45311,                 0.9683,                0.59533,                0.82221,                0.74263,                0.45216,                 1.3826,                 1.1429,                 1.7382,             0.00080698,             0.00080698,             0.00080698
                    181,                0.50515,                 0.4356,                0.95903,                0.44899,                0.75357,                 0.7054,                0.37998,                 1.6108,                  1.348,                 1.9938,              0.0008045,              0.0008045,              0.0008045
                    182,                0.51256,                0.43846,                0.94985,                 0.7834,                0.74195,                0.78939,                0.47504,                  1.449,                  1.107,                 1.8743,             0.00080202,             0.00080202,             0.00080202
                    183,                0.52189,                0.46607,                0.97084,                0.70106,                0.85179,                0.78046,                0.49815,                 1.3852,                 1.0484,                 1.8022,             0.00079955,             0.00079955,             0.00079955
                    184,                0.48847,                0.43587,                0.94449,                0.69722,                0.83995,                0.84549,                0.57445,                 1.2796,                0.94452,                 1.6692,             0.00079708,             0.00079708,             0.00079708
                    185,                0.48611,                0.42507,                 0.9477,                0.62684,                0.82033,                0.84757,                0.56919,                 1.2314,                 1.0306,                  1.587,              0.0007946,              0.0007946,              0.0007946
                    186,                0.50904,                0.45053,                0.96516,                0.79909,                0.63047,                0.84446,                0.56765,                 1.2339,                 1.0373,                 1.5721,             0.00079213,             0.00079213,             0.00079213
                    187,                0.51196,                0.43705,                0.96443,                0.66855,                  0.725,                0.77169,                0.49045,                 1.3464,                 1.0797,                 1.7569,             0.00078965,             0.00078965,             0.00078965
                    188,                0.51971,                0.44911,                0.95873,                0.77181,                0.76619,                0.83115,                0.52743,                 1.4153,                 1.0822,                 1.8211,             0.00078717,             0.00078717,             0.00078717
                    189,                0.52064,                0.43018,                0.96398,                0.84386,                0.77793,                0.84794,                0.57228,                 1.3749,                  1.073,                 1.7716,              0.0007847,              0.0007847,              0.0007847
                    190,                0.49594,                0.42404,                0.95657,                0.79254,                0.79116,                0.75929,                0.46646,                 1.4477,                 1.0745,                 1.9084,             0.00078222,             0.00078222,             0.00078222
                    191,                0.49247,                0.42509,                0.94281,                0.88531,                0.81131,                0.84571,                0.49919,                  1.533,                0.94248,                 1.9881,             0.00077975,             0.00077975,             0.00077975
                    192,                0.51618,                0.45297,                0.96016,                0.85833,                0.82441,                0.91351,                0.52232,                 1.5107,                0.89841,                 2.0604,             0.00077728,             0.00077728,             0.00077728
                    193,                0.51836,                0.43544,                0.97021,                0.92433,                0.76097,                0.88033,                0.52561,                   1.54,                0.97176,                 2.0751,              0.0007748,              0.0007748,              0.0007748
                    194,                0.52882,                0.43404,                0.96799,                0.88584,                0.69852,                0.81404,                0.47967,                 1.4454,                  1.023,                 1.9874,             0.00077232,             0.00077232,             0.00077232
                    195,                0.49134,                0.41395,                0.94807,                0.86606,                0.80476,                0.83567,                 0.4832,                 1.4089,                0.98812,                 1.9175,             0.00076985,             0.00076985,             0.00076985
                    196,                 0.4949,                0.43188,                0.96563,                0.80191,                0.71546,                 0.7972,                0.47608,                 1.4513,                0.97301,                  1.961,             0.00076738,             0.00076738,             0.00076738
                    197,                    0.5,                0.43233,                0.95298,                0.68738,                0.85034,                0.80554,                0.47051,                 1.5571,                0.95848,                 2.0861,              0.0007649,              0.0007649,              0.0007649
                    198,                0.51187,                0.45582,                 0.9515,                0.71176,                0.81389,                 0.7731,                0.47984,                 1.3228,                 1.1161,                 1.8075,             0.00076243,             0.00076243,             0.00076243
                    199,                0.50016,                0.43589,                0.95559,                0.71261,                0.84258,                0.82476,                0.52952,                 1.3017,                0.99507,                 1.7458,             0.00075995,             0.00075995,             0.00075995
                    200,                0.49849,                 0.4569,                0.95343,                0.75776,                0.82169,                0.83354,                 0.5573,                 1.2375,                0.97186,                 1.6251,             0.00075747,             0.00075747,             0.00075747
                    201,                0.48408,                0.43807,                0.93282,                0.68166,                0.83083,                0.80326,                0.54928,                 1.2194,                 1.1777,                 1.6184,               0.000755,               0.000755,               0.000755
                    202,                0.46424,                 0.4083,                0.92796,                0.73632,                0.89471,                0.82987,                0.54589,                 1.3604,                 1.1133,                 1.8068,             0.00075252,             0.00075252,             0.00075252
                    203,                0.48802,                0.43355,                0.94727,                0.84539,                 0.7206,                0.83744,                0.50847,                 1.4001,                0.99444,                 1.9311,             0.00075005,             0.00075005,             0.00075005
                    204,                0.47157,                0.40894,                0.93575,                0.82712,                0.80169,                0.84814,                0.54652,                 1.3955,                0.92327,                 1.9495,             0.00074757,             0.00074757,             0.00074757
                    205,                0.52069,                0.44197,                0.95965,                0.82912,                0.84803,                0.84145,                0.52449,                  1.375,                0.92368,                 1.9834,              0.0007451,              0.0007451,              0.0007451
                    206,                0.48888,                0.41285,                0.94116,                0.82996,                0.68821,                0.77324,                0.50349,                 1.3566,                 1.0261,                 1.9209,             0.00074263,             0.00074263,             0.00074263
                    207,                0.49196,                 0.4396,                0.95437,                0.78268,                0.77712,                0.78569,                0.50982,                 1.3546,                0.94775,                 1.9625,             0.00074015,             0.00074015,             0.00074015
                    208,                0.50535,                0.44921,                0.94643,                0.83246,                0.70179,                0.82339,                0.53602,                 1.4106,                0.85417,                 2.0383,             0.00073768,             0.00073768,             0.00073768
                    209,                0.49231,                0.40504,                0.94217,                0.73337,                0.84364,                0.80937,                0.50584,                  1.457,                0.89594,                 2.0941,              0.0007352,              0.0007352,              0.0007352
                    210,                0.51785,                0.44377,                0.96592,                0.74418,                0.87396,                0.85598,                0.53927,                 1.4587,                 0.8496,                  1.984,             0.00073273,             0.00073273,             0.00073273
                    211,                0.49349,                 0.4202,                0.94849,                0.78281,                0.86359,                0.87414,                0.53303,                 1.3723,                0.93746,                 1.8169,             0.00073025,             0.00073025,             0.00073025
                    212,                0.50616,                0.45162,                0.96024,                0.73136,                 0.7385,                0.80606,                0.48347,                 1.3675,                 1.2587,                 1.8015,             0.00072778,             0.00072778,             0.00072778
                    213,                0.49891,                0.44119,                0.96817,                0.70242,                0.73341,                0.77213,                0.46886,                 1.4502,                 1.0894,                 1.9285,              0.0007253,              0.0007253,              0.0007253
                    214,                0.48758,                0.41191,                0.94297,                0.75428,                0.77048,                0.79059,                0.49599,                 1.3751,                0.93301,                 1.8827,             0.00072283,             0.00072283,             0.00072283
                    215,                0.47281,                0.40443,                0.94127,                0.82765,                0.87661,                0.86634,                0.58589,                  1.265,                0.82179,                 1.7229,             0.00072035,             0.00072035,             0.00072035
                    216,                0.50875,                0.43238,                0.97419,                0.80706,                0.86873,                 0.8911,                0.61008,                 1.2063,                0.85992,                 1.6398,             0.00071788,             0.00071788,             0.00071788
                    217,                0.48413,                 0.4294,                 0.9346,                0.76187,                0.86475,                0.82513,                0.54561,                 1.2745,                0.88984,                 1.6694,              0.0007154,              0.0007154,              0.0007154
                    218,                0.47204,                0.42352,                0.93633,                  0.792,                0.87504,                0.86888,                0.59112,                 1.2759,                0.84291,                 1.7216,             0.00071293,             0.00071293,             0.00071293
                    219,                 0.4995,                0.43068,                0.95776,                0.82848,                0.81867,                0.84745,                0.56721,                 1.3778,                0.83456,                 1.8803,             0.00071045,             0.00071045,             0.00071045
                    220,                   0.49,                0.43054,                0.93729,                0.77498,                0.83424,                0.83948,                0.53586,                 1.3784,                 1.0036,                  1.831,             0.00070798,             0.00070798,             0.00070798
                    221,                0.45469,                0.40535,                0.93793,                0.79797,                0.82806,                0.79617,                0.51942,                  1.289,                  1.081,                  1.736,              0.0007055,              0.0007055,              0.0007055
                    222,                0.45975,                0.39554,                 0.9225,                0.80298,                0.78929,                0.79576,                0.53507,                 1.2147,                 1.1097,                 1.6649,             0.00070303,             0.00070303,             0.00070303
                    223,                0.47357,                0.39666,                0.93169,                0.73071,                0.82337,                 0.8521,                0.59434,                 1.1598,                 1.1092,                 1.6061,             0.00070055,             0.00070055,             0.00070055
                    224,                0.47094,                0.39945,                0.93966,                0.77316,                0.86147,                0.89473,                0.61554,                  1.177,                0.90353,                 1.6185,             0.00069808,             0.00069808,             0.00069808
                    225,                 0.4679,                0.40275,                0.94405,                0.74488,                0.88673,                0.87839,                0.58059,                 1.2572,                 1.0088,                 1.6893,              0.0006956,              0.0006956,              0.0006956
